Key,Path,AssetBundle,LevelKey,EnemyId,SummonedEnemy,Intensive,CellarSprite,Hp,Speed,SpeedRate,Critical,IsBoss,ExtraAssetBundle,BossBgm,BossRoom,BossWeapon,SubspeciesBoss,DoubleBosses,DropOffsetX,DropOffsetY,Drops,DropGroups
e_creeper,Level/3/A/Enemy/e_creeper/e_creeper.prefab,level/3/a,3A,e_creeper,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_26"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",20,4,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_tape_alien""},""probability"":0.05,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_creeper_fly,Level/3/A/Enemy/e_creeper_fly/e_creeper_fly.prefab,level/3/a,3A,e_creeper_fly,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_25"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",20,5,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_tape_alien""},""probability"":0.05,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_golem01,Level/3/A/Enemy/e_golem01/e_golem01.prefab,level/3/a,3A,e_golem01,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_23"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",28,4,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_tape_alien""},""probability"":0.05,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_golem02,Level/3/A/Enemy/e_golem02/e_golem02.prefab,level/3/a,3A,e_golem02,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_22"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",28,4,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_tape_alien""},""probability"":0.05,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_tentacle,Level/3/A/Enemy/e_tentacle/e_tentacle.prefab,level/3/a,3A,e_tentacle,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_29"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",40,6,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_tape_alien""},""probability"":0.05,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_skill_Druid_1""},""probability"":1.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[{""type"":0,""bluePrint"":{""item"":""blueprint_skill_Druid_1""},""material"":{""item"":""""},""requiredNum"":0,""inverse"":true},{""type"":2,""bluePrint"":{""item"":""""},""material"":{""item"":""material_skill_Druid_1""},""requiredNum"":8,""inverse"":false}]}]","[]"
e_tentacle_temp,Level/3/A/Boss/boss05/e_tentacle_temp/e_tentacle_temp.prefab,boss/boss05,3A,e_tentacle,True,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_29"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",20,6,0,0,False,,,,,,"{}",0,0,"[]","[]"
e_transitionPort,Level/3/A/Enemy/e_transitionPort/e_transitionPort.prefab,level/3/a,3A,e_transitionPort,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""e_transitionPort"",""tex"":""Assets/RGTexture/enemy/cellar/e_transitionPort.png""}",30,0,0,0,False,,,,,,"{}",0,0,"[]","[]"
e_ufo,Level/3/A/Enemy/e_ufo/e_ufo.prefab,level/3/a,3A,e_ufo,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_21"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",24,5,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_tape_alien""},""probability"":0.05,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_worm01,Level/3/A/Enemy/e_worm01/e_worm01.prefab,level/3/a,3A,e_worm01,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_24"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",12,6,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_tape_alien""},""probability"":0.05,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_alien01,Level/3/A/Enemy/e_alien01/ex_alien01.prefab,level/3/a,3A,e_alien01,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_18"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",48,5,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_battery""},""probability"":3.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_gear""},""probability"":3.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_tape_alien""},""probability"":0.1,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_alien02,Level/3/A/Enemy/e_alien02/ex_alien02.prefab,level/3/a,3A,e_alien02,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_19"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",48,5,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_battery""},""probability"":3.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_gear""},""probability"":3.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_tape_alien""},""probability"":0.1,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_alien03,Level/3/A/Enemy/e_alien03/ex_alien03.prefab,level/3/a,3A,e_alien03,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_20"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",72,6,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_battery""},""probability"":6.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_tape_alien""},""probability"":0.1,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_creeper,Level/3/A/Enemy/e_creeper/ex_creeper.prefab,level/3/a,3A,e_creeper,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_26"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",32,4,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_cell""},""probability"":6.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_tape_alien""},""probability"":0.1,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_creeper_fly,Level/3/A/Enemy/e_creeper_fly/ex_creeper_fly.prefab,level/3/a,3A,e_creeper_fly,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_25"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",40,5,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_cell""},""probability"":6.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_tape_alien""},""probability"":0.1,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_golem01,Level/3/A/Enemy/e_golem01/ex_golem01.prefab,level/3/a,3A,e_golem01,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_23"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",60,4,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_gear""},""probability"":6.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_tape_alien""},""probability"":0.1,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_golem02,Level/3/A/Enemy/e_golem02/ex_golem02.prefab,level/3/a,3A,e_golem02,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_22"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",80,4,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_iron""},""probability"":6.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_tape_alien""},""probability"":0.1,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_tentacle,Level/3/A/Enemy/e_tentacle/ex_tentacle.prefab,level/3/a,3A,e_tentacle,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_29"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",80,6,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""plant_vine_seed""},""probability"":6.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_cell""},""probability"":6.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_tape_alien""},""probability"":0.1,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_skill_Druid_1""},""probability"":2.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[{""type"":0,""bluePrint"":{""item"":""blueprint_skill_Druid_1""},""material"":{""item"":""""},""requiredNum"":0,""inverse"":true},{""type"":2,""bluePrint"":{""item"":""""},""material"":{""item"":""material_skill_Druid_1""},""requiredNum"":8,""inverse"":false}]}]","[]"
ex_transitionPort,Level/3/A/Enemy/e_transitionPort/ex_transitionPort.prefab,level/3/a,3A,e_transitionPort,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""e_transitionPort"",""tex"":""Assets/RGTexture/enemy/cellar/e_transitionPort.png""}",60,0,0,0,False,,,,,,"{}",0,0,"[]","[]"
ex_ufo,Level/3/A/Enemy/e_ufo/ex_ufo.prefab,level/3/a,3A,e_ufo,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_21"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",40,5,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_battery""},""probability"":6.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_tape_alien""},""probability"":0.1,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_worm01,Level/3/A/Enemy/e_worm01/ex_worm01.prefab,level/3/a,3A,e_worm01,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_24"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",50,10,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_cell""},""probability"":6.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_tape_alien""},""probability"":0.1,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
temp_e_alien01,Level/3/A/Boss/boss21/temp_e_alien01/temp_e_alien01.prefab,boss/boss21,3A,temp_e_alien01,True,False,"{}",25,5,0,0,False,,,,,,"{}",0,0,"[]","[]"
temp_e_alien02,Level/3/A/Boss/boss21/temp_e_alien02/temp_e_alien02.prefab,boss/boss21,3A,temp_e_alien01,True,False,"{}",25,5,0,0,False,,,,,,"{}",0,0,"[]","[]"
boss11,Level/3/B/Boss/boss11/boss11.prefab,boss/boss11,3B,boss11,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_55"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",800,4,0,0,True,,RGSound/bgm/bgm_3High.mp3,Level/3/B/Boss/boss11/r3_boss3.prefab,weapon_131,,"{""boss05"":10,""boss06"":10,""boss11"":10,""boss12_parent"":10,""boss21"":10,""boss18"":10,""boss28"":10}",0,1,"[{""item"":{""item"":""material_battery""},""probability"":200.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_green""},""probability"":100.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""plant_worm_seed""},""probability"":15.000001,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_tape_boss3""},""probability"":7.50000048,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_skin_fragment_c14_s6""},""probability"":50.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_ancient_weapon_fragment""},""probability"":175.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
boss12_1,Level/3/B/Boss/boss12/boss12_1.prefab,boss/boss12,3B,boss12_1,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_67"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",500,6,0,0,True,,RGSound/bgm/bgm_3High.mp3,Level/3/B/Boss/boss12/r3_boss4.prefab,weapon_128,,"{""boss05"":10,""boss06"":10,""boss11"":10,""boss12_parent"":10,""boss21"":10,""boss18"":10,""boss28"":10}",0,0.5,"[{""item"":{""item"":""material_cell""},""probability"":200.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_red""},""probability"":100.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_skin_fragment_c12_s06""},""probability"":50.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_skin_fragment_c5_s8""},""probability"":50.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""plant_dragon_tree_seed""},""probability"":15.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_tape_boss3""},""probability"":5.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""blueprint_weapon_344""},""probability"":10.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_ancient_weapon_fragment""},""probability"":175.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
boss12_2,Level/3/B/Boss/boss12/boss12_2.prefab,boss/boss12,3B,boss12_2,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_66"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",500,6,0,0,True,,RGSound/bgm/bgm_3High.mp3,Level/3/B/Boss/boss12/r3_boss4.prefab,weapon_128,,"{""boss05"":10,""boss06"":10,""boss11"":10,""boss12_parent"":10,""boss21"":10,""boss18"":10,""boss28"":10}",0,0.5,"[{""item"":{""item"":""material_cell""},""probability"":200.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_red""},""probability"":100.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_skin_fragment_c12_s06""},""probability"":50.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_skin_fragment_c5_s8""},""probability"":50.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""plant_dragon_tree_seed""},""probability"":15.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_tape_boss3""},""probability"":5.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""blueprint_weapon_344""},""probability"":10.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_ancient_weapon_fragment""},""probability"":175.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
boss12_parent,Level/3/B/Boss/boss12/boss12_parent.prefab,boss/boss12,3B,boss12_parent,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_84"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",0,0,0,0,True,,RGSound/bgm/bgm_3High.mp3,Level/3/B/Boss/boss12/r3_boss4.prefab,,,"{}",0,0,"[]","[]"
boss18,Level/3/B/Boss/boss18/boss18.prefab,boss/boss18,3B,boss18,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_104"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",820,5,0,0,True,,RGSound/bgm/bgm_3High.mp3,Level/3/B/Boss/boss18/r3_boss5.prefab,weapon_254,,"{""boss05"":10,""boss06"":10,""boss11"":10,""boss12_parent"":10,""boss21"":10,""boss18"":10,""boss28"":10}",0,0.5,"[{""item"":{""item"":""material_magic_orange""},""probability"":100.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_wood""},""probability"":150.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_skin_fragment_boss18""},""probability"":50.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_skill_Priest_1""},""probability"":50.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[{""type"":0,""bluePrint"":{""item"":""blueprint_skill_Priest_1""},""material"":{""item"":""""},""requiredNum"":0,""inverse"":true},{""type"":2,""bluePrint"":{""item"":""""},""material"":{""item"":""material_skill_Priest_1""},""requiredNum"":8,""inverse"":false}]},{""item"":{""item"":""material_ancient_weapon_fragment""},""probability"":175.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_fireknight01,Level/3/B/Enemy/e_fireknight01/e_fireknight01.prefab,level/3/b,3B,e_fireknight01,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_73"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",36,5,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_tape_volcano""},""probability"":0.05,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_fireknight02,Level/3/B/Enemy/e_fireknight02/e_fireknight02.prefab,level/3/b,3B,e_fireknight02,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_74"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",36,5,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_tape_volcano""},""probability"":0.05,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_fireknight03,Level/3/B/Enemy/e_fireknight03/e_fireknight03.prefab,level/3/b,3B,e_fireknight03,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_54"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",70,4,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_tape_volcano""},""probability"":0.05,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_lavaHive,Level/3/B/Enemy/e_lavaHive/e_lavaHive.prefab,level/3/b,3B,e_lavaHive,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""e_lavaHive"",""tex"":""Assets/RGTexture/enemy/cellar/e_lavaHive.png""}",25,0,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_tape_volcano""},""probability"":0.05,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_mosquito,Level/3/B/Enemy/e_mosquito/e_mosquito.prefab,level/3/b,3B,e_mosquito,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_71"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",18,12,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_tape_volcano""},""probability"":0.05,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_mummy01,Level/3/B/Enemy/e_mummy01/e_mummy01.prefab,level/3/b,3B,e_mummy01,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_78"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",16,4,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_tape_volcano""},""probability"":0.05,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_mummy02,Level/3/B/Enemy/e_mummy02/e_mummy02.prefab,level/3/b,3B,e_mummy02,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_77"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",26,4,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_tape_volcano""},""probability"":0.05,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_mummy03,Level/3/B/Enemy/e_mummy03/e_mummy03.prefab,level/3/b,3B,e_mummy03,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_79"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",10,7,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_tape_volcano""},""probability"":0.05,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_mummy03_temp,Level/3/B/Boss/boss18/e_mummy03_temp/e_mummy03_temp.prefab,boss/boss18,3B,e_mummy03,True,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_79"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",10,7,0,0,False,,,,,,"{}",0,0,"[]","[]"
