Key,Type,SubType,DataStr
material_mech_fragment_m_mech_8,Material,MechFragment,"{""MaxCount"":4,""Blueprint"":{""item"":""blueprint_m_mech_8""},""Name"":""material_mech_fragment_m_mech_8"",""Localization"":"""",""ItemValue"":1200,""ItemLevel"":5,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""blueprint_mech_8"",""tex"":""Assets/RGTexture/items/blueprint_mech_8.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_mech_fragment_m_mech_coin,Material,MechFragment,"{""MaxCount"":8,""Blueprint"":{""item"":""""},""Name"":""material_mech_fragment_m_mech_coin"",""Localization"":"""",""ItemValue"":1200,""ItemLevel"":3,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""blueprint_mech_coin"",""tex"":""Assets/RGTexture/items/blueprint_mech_coin.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_weapon_fragment_weapon_159,Material,WeaponFragment,"{""MaxCount"":8,""Blueprint"":{""item"":""blueprint_evolution_weapon_159""},""Name"":""material_weapon_fragment_weapon_159"",""Localization"":"""",""ItemValue"":1200,""ItemLevel"":5,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""weapon_evolution_fragment_ui"",""tex"":""Assets/RGTexture/items/weapon_evolution_fragment_ui.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapons2_70"",""tex"":""Assets/RGTexture/weapon/weapons2.png""},""IconPosition"":{""x"":-0.3,""y"":0.0,""z"":0.0},""IconScale"":0.9,""IconRotation"":0.0}"
material_weapon_fragment_weapon_160,Material,WeaponFragment,"{""MaxCount"":8,""Blueprint"":{""item"":""blueprint_evolution_weapon_160""},""Name"":""material_weapon_fragment_weapon_160"",""Localization"":"""",""ItemValue"":1200,""ItemLevel"":5,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""weapon_evolution_fragment_ui"",""tex"":""Assets/RGTexture/items/weapon_evolution_fragment_ui.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapons2_75"",""tex"":""Assets/RGTexture/weapon/weapons2.png""},""IconPosition"":{""x"":-0.08,""y"":-0.1,""z"":0.0},""IconScale"":0.6,""IconRotation"":0.0}"
material_weapon_fragment_weapon_366,Material,WeaponFragment,"{""MaxCount"":8,""Blueprint"":{""item"":""blueprint_evolution_weapon_366""},""Name"":""material_weapon_fragment_weapon_366"",""Localization"":"""",""ItemValue"":1200,""ItemLevel"":5,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""weapon_evolution_fragment_ui"",""tex"":""Assets/RGTexture/items/weapon_evolution_fragment_ui.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""w366_icon"",""tex"":""Assets/RGTexture/weapon/weapon_366/w366_icon.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":0.7,""IconRotation"":0.0}"
material_weapon_fragment_weapon_367,Material,WeaponFragment,"{""MaxCount"":8,""Blueprint"":{""item"":""blueprint_evolution_weapon_367""},""Name"":""material_weapon_fragment_weapon_367"",""Localization"":"""",""ItemValue"":1200,""ItemLevel"":5,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""weapon_evolution_fragment_ui"",""tex"":""Assets/RGTexture/items/weapon_evolution_fragment_ui.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""w367_icon"",""tex"":""Assets/RGTexture/weapon/weapon_367/w367_icon.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":0.7,""IconRotation"":0.0}"
material_weapon_fragment_weapon_131,Material,WeaponFragment,"{""MaxCount"":8,""Blueprint"":{""item"":""blueprint_evolution_weapon_131""},""Name"":""material_weapon_fragment_weapon_131"",""Localization"":"""",""ItemValue"":1200,""ItemLevel"":5,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""weapon_evolution_fragment_ui"",""tex"":""Assets/RGTexture/items/weapon_evolution_fragment_ui.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapons2_52"",""tex"":""Assets/RGTexture/weapon/weapons2.png""},""IconPosition"":{""x"":-0.09,""y"":-0.05,""z"":0.0},""IconScale"":0.59,""IconRotation"":0.0}"
material_weapon_fragment_weapon_346,Material,WeaponFragment,"{""MaxCount"":8,""Blueprint"":{""item"":""blueprint_evolution_weapon_346""},""Name"":""material_weapon_fragment_weapon_346"",""Localization"":"""",""ItemValue"":1200,""ItemLevel"":5,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""weapon_evolution_fragment_ui"",""tex"":""Assets/RGTexture/items/weapon_evolution_fragment_ui.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapons5_143"",""tex"":""Assets/RGTexture/weapon/weapons5.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.4,""IconRotation"":0.0}"
material_weapon_fragment_weapon_207,Material,WeaponFragment,"{""MaxCount"":8,""Blueprint"":{""item"":""blueprint_evolution_weapon_207""},""Name"":""material_weapon_fragment_weapon_207"",""Localization"":"""",""ItemValue"":1200,""ItemLevel"":5,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""weapon_evolution_fragment_ui"",""tex"":""Assets/RGTexture/items/weapon_evolution_fragment_ui.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapons3_0"",""tex"":""Assets/RGTexture/weapon/weapons3.png""},""IconPosition"":{""x"":0.0,""y"":0.05,""z"":0.0},""IconScale"":0.7,""IconRotation"":0.0}"
material_weapon_fragment_weapon_108,Material,WeaponFragment,"{""MaxCount"":8,""Blueprint"":{""item"":""blueprint_evolution_weapon_108""},""Name"":""material_weapon_fragment_weapon_108"",""Localization"":"""",""ItemValue"":1200,""ItemLevel"":5,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""weapon_evolution_fragment_ui"",""tex"":""Assets/RGTexture/items/weapon_evolution_fragment_ui.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapon_108"",""tex"":""Assets/RGTexture/weapon/weapon_108.png""},""IconPosition"":{""x"":-0.1,""y"":0.0,""z"":0.0},""IconScale"":0.7,""IconRotation"":0.0}"
material_weapon_fragment_weapon_132,Material,WeaponFragment,"{""MaxCount"":8,""Blueprint"":{""item"":""blueprint_evolution_weapon_108""},""Name"":""material_weapon_fragment_weapon_132"",""Localization"":"""",""ItemValue"":1200,""ItemLevel"":5,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""weapon_evolution_fragment_ui"",""tex"":""Assets/RGTexture/items/weapon_evolution_fragment_ui.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapons_waken_0"",""tex"":""Assets/RGTexture/weapon/weapons_waken.png""},""IconPosition"":{""x"":-0.07,""y"":-0.07,""z"":0.0},""IconScale"":0.7,""IconRotation"":0.0}"
material_weapon_fragment_weapon_134,Material,WeaponFragment,"{""MaxCount"":8,""Blueprint"":{""item"":""blueprint_evolution_weapon_134""},""Name"":""material_weapon_fragment_weapon_134"",""Localization"":"""",""ItemValue"":1200,""ItemLevel"":5,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""weapon_evolution_fragment_ui"",""tex"":""Assets/RGTexture/items/weapon_evolution_fragment_ui.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapon_134_eator_0"",""tex"":""Assets/RGTexture/weapon/weapon_134_eator.png""},""IconPosition"":{""x"":-0.21,""y"":0.0,""z"":0.0},""IconScale"":0.7,""IconRotation"":0.0}"
material_weapon_fragment_weapon_089,Material,WeaponFragment,"{""MaxCount"":8,""Blueprint"":{""item"":""blueprint_evolution_weapon_089""},""Name"":""material_weapon_fragment_weapon_089"",""Localization"":"""",""ItemValue"":1200,""ItemLevel"":5,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""weapon_evolution_fragment_ui"",""tex"":""Assets/RGTexture/items/weapon_evolution_fragment_ui.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapon_089_0"",""tex"":""Assets/RGTexture/weapon/weapon_089.png""},""IconPosition"":{""x"":-0.18,""y"":0.0,""z"":0.0},""IconScale"":0.7,""IconRotation"":0.0}"
material_weapon_fragment_weapon_170,Material,WeaponFragment,"{""MaxCount"":8,""Blueprint"":{""item"":""blueprint_evolution_weapon_170""},""Name"":""material_weapon_fragment_weapon_170"",""Localization"":"""",""ItemValue"":1200,""ItemLevel"":5,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""weapon_evolution_fragment_ui"",""tex"":""Assets/RGTexture/items/weapon_evolution_fragment_ui.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapon_170"",""tex"":""Assets/RGTexture/weapon/weapon_170.png""},""IconPosition"":{""x"":-0.17,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_weapon_fragment_weapon_129,Material,WeaponFragment,"{""MaxCount"":8,""Blueprint"":{""item"":""blueprint_evolution_weapon_129""},""Name"":""material_weapon_fragment_weapon_129"",""Localization"":"""",""ItemValue"":1200,""ItemLevel"":5,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""weapon_evolution_fragment_ui"",""tex"":""Assets/RGTexture/items/weapon_evolution_fragment_ui.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapon_129"",""tex"":""Assets/RGTexture/weapon/weapon_129.png""},""IconPosition"":{""x"":-0.18,""y"":0.0,""z"":0.0},""IconScale"":0.7,""IconRotation"":0.0}"
material_weapon_fragment_weapon_374,Material,WeaponFragment,"{""MaxCount"":8,""Blueprint"":{""item"":""blueprint_evolution_weapon_200""},""Name"":""material_weapon_fragment_weapon_374"",""Localization"":"""",""ItemValue"":1200,""ItemLevel"":5,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""weapon_evolution_fragment_ui"",""tex"":""Assets/RGTexture/items/weapon_evolution_fragment_ui.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapon_374"",""tex"":""Assets/RGTexture/weapon/weapon_374.png""},""IconPosition"":{""x"":-0.2,""y"":-0.2,""z"":0.0},""IconScale"":0.6,""IconRotation"":0.0}"
material_weapon_fragment_weapon_223,Material,WeaponFragment,"{""MaxCount"":8,""Blueprint"":{""item"":""blueprint_evolution_weapon_200""},""Name"":""material_weapon_fragment_weapon_223"",""Localization"":"""",""ItemValue"":1200,""ItemLevel"":5,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""weapon_evolution_fragment_ui"",""tex"":""Assets/RGTexture/items/weapon_evolution_fragment_ui.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapon_green_hat"",""tex"":""Assets/RGTexture/weapon/weapon_green_hat.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_weapon_fragment_weapon_215,Material,WeaponFragment,"{""MaxCount"":8,""Blueprint"":{""item"":""blueprint_evolution_weapon_215""},""Name"":""material_weapon_fragment_weapon_215"",""Localization"":"""",""ItemValue"":1200,""ItemLevel"":5,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""weapon_evolution_fragment_ui"",""tex"":""Assets/RGTexture/items/weapon_evolution_fragment_ui.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapons3_55"",""tex"":""Assets/RGTexture/weapon/weapons3.png""},""IconPosition"":{""x"":-0.18,""y"":-0.07,""z"":0.0},""IconScale"":0.75,""IconRotation"":0.0}"
material_weapon_fragment_weapon_403,Material,WeaponFragment,"{""MaxCount"":8,""Blueprint"":{""item"":""blueprint_evolution_weapon_200""},""Name"":""material_weapon_fragment_weapon_403"",""Localization"":"""",""ItemValue"":1200,""ItemLevel"":5,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""weapon_evolution_fragment_ui"",""tex"":""Assets/RGTexture/items/weapon_evolution_fragment_ui.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapons_403"",""tex"":""Assets/RGTexture/weapon/weapon_403/weapons_403.png""},""IconPosition"":{""x"":-0.35,""y"":0.0,""z"":0.0},""IconScale"":0.4,""IconRotation"":0.0}"
material_weapon_fragment_weapon_135,Material,WeaponFragment,"{""MaxCount"":8,""Blueprint"":{""item"":""blueprint_evolution_weapon_200""},""Name"":""material_weapon_fragment_weapon_135"",""Localization"":"""",""ItemValue"":1200,""ItemLevel"":5,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""weapon_evolution_fragment_ui"",""tex"":""Assets/RGTexture/items/weapon_evolution_fragment_ui.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapons_151"",""tex"":""Assets/RGTexture/weapon/weapons.png""},""IconPosition"":{""x"":-0.18,""y"":0.0,""z"":0.0},""IconScale"":0.7,""IconRotation"":0.0}"
material_weapon_fragment_weapon_243,Material,WeaponFragment,"{""MaxCount"":8,""Blueprint"":{""item"":""blueprint_evolution_weapon_243""},""Name"":""material_weapon_fragment_weapon_243"",""Localization"":"""",""ItemValue"":1200,""ItemLevel"":5,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""weapon_evolution_fragment_ui"",""tex"":""Assets/RGTexture/items/weapon_evolution_fragment_ui.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapon_243"",""tex"":""Assets/RGTexture/weapon/weapon_243.png""},""IconPosition"":{""x"":-0.26,""y"":-0.07,""z"":0.0},""IconScale"":0.7,""IconRotation"":0.0}"
material_weapon_fragment_weapon_033,Material,WeaponFragment,"{""MaxCount"":8,""Blueprint"":{""item"":""blueprint_evolution_weapon_033""},""Name"":""material_weapon_fragment_weapon_033"",""Localization"":"""",""ItemValue"":1200,""ItemLevel"":5,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""weapon_evolution_fragment_ui"",""tex"":""Assets/RGTexture/items/weapon_evolution_fragment_ui.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapons_138"",""tex"":""Assets/RGTexture/weapon/weapons.png""},""IconPosition"":{""x"":-0.35,""y"":-0.07,""z"":0.0},""IconScale"":0.6,""IconRotation"":0.0}"
material_weapon_fragment_weapon_076,Material,WeaponFragment,"{""MaxCount"":8,""Blueprint"":{""item"":""blueprint_evolution_weapon_200""},""Name"":""material_weapon_fragment_weapon_076"",""Localization"":"""",""ItemValue"":1200,""ItemLevel"":5,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""weapon_evolution_fragment_ui"",""tex"":""Assets/RGTexture/items/weapon_evolution_fragment_ui.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapons_076"",""tex"":""Assets/RGTexture/weapon/weapons_076.png""},""IconPosition"":{""x"":-0.15,""y"":0.0,""z"":0.0},""IconScale"":0.5,""IconRotation"":0.0}"
material_weapon_fragment_weapon_072,Material,WeaponFragment,"{""MaxCount"":8,""Blueprint"":{""item"":""blueprint_evolution_weapon_200""},""Name"":""material_weapon_fragment_weapon_072"",""Localization"":"""",""ItemValue"":1200,""ItemLevel"":5,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""weapon_evolution_fragment_ui"",""tex"":""Assets/RGTexture/items/weapon_evolution_fragment_ui.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapon_072"",""tex"":""Assets/RGTexture/weapon/weapon_072.png""},""IconPosition"":{""x"":-0.32,""y"":0.0,""z"":0.0},""IconScale"":0.7,""IconRotation"":0.0}"
material_weapon_fragment_weapon_156,Material,WeaponFragment,"{""MaxCount"":8,""Blueprint"":{""item"":""blueprint_evolution_weapon_200""},""Name"":""material_weapon_fragment_weapon_156"",""Localization"":"""",""ItemValue"":1200,""ItemLevel"":5,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""weapon_evolution_fragment_ui"",""tex"":""Assets/RGTexture/items/weapon_evolution_fragment_ui.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapons2_78"",""tex"":""Assets/RGTexture/weapon/weapons2.png""},""IconPosition"":{""x"":-0.32,""y"":0.0,""z"":0.0},""IconScale"":0.7,""IconRotation"":0.0}"
material_weapon_fragment_weapon_270,Material,WeaponFragment,"{""MaxCount"":8,""Blueprint"":{""item"":""blueprint_evolution_weapon_200""},""Name"":""material_weapon_fragment_weapon_270"",""Localization"":"""",""ItemValue"":1200,""ItemLevel"":5,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""weapon_evolution_fragment_ui"",""tex"":""Assets/RGTexture/items/weapon_evolution_fragment_ui.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapon_270_normal"",""tex"":""Assets/RGTexture/weapon/weapon_270_normal.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_weapon_fragment_weapon_372,Material,WeaponFragment,"{""MaxCount"":8,""Blueprint"":{""item"":""blueprint_evolution_weapon_200""},""Name"":""material_weapon_fragment_weapon_372"",""Localization"":"""",""ItemValue"":1200,""ItemLevel"":5,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""weapon_evolution_fragment_ui"",""tex"":""Assets/RGTexture/items/weapon_evolution_fragment_ui.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""魔导师之杖-武器_0"",""tex"":""Assets/RGTexture/weapon/weapons_372.png""},""IconPosition"":{""x"":0.0,""y"":-0.05,""z"":0.0},""IconScale"":0.6,""IconRotation"":0.0}"
material_weapon_fragment_weapon_402,Material,WeaponFragment,"{""MaxCount"":8,""Blueprint"":{""item"":""blueprint_evolution_weapon_200""},""Name"":""material_weapon_fragment_weapon_402"",""Localization"":"""",""ItemValue"":1200,""ItemLevel"":5,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""weapon_evolution_fragment_ui"",""tex"":""Assets/RGTexture/items/weapon_evolution_fragment_ui.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapons_402"",""tex"":""Assets/RGTexture/weapon/weapons_402.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":0.8,""IconRotation"":0.0}"
material_weapon_fragment_weapon_041,Material,WeaponFragment,"{""MaxCount"":8,""Blueprint"":{""item"":""blueprint_evolution_weapon_200""},""Name"":""material_weapon_fragment_weapon_041"",""Localization"":"""",""ItemValue"":1200,""ItemLevel"":5,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""weapon_evolution_fragment_ui"",""tex"":""Assets/RGTexture/items/weapon_evolution_fragment_ui.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapons_gatilin"",""tex"":""Assets/RGTexture/weapon/weapons_gatilin.png""},""IconPosition"":{""x"":-0.25,""y"":0.0,""z"":0.0},""IconScale"":0.9,""IconRotation"":0.0}"
